isogroup53280_g1	Arginine and glutamate-rich protein 1-A OS=Danio rerio GN=arglu1a PE=2 SV=1 E(blastx)=4e-22
isogroup35350_g1	Putative nuclease HARBI1 OS=Rattus norvegicus GN=Harbi1 PE=2 SV=1 E(blastx)=2e-14
isogroup22075_g1	Short transient receptor potential channel 4 OS=Bos taurus GN=TRPC4 PE=2 SV=2 E(blastx)=8e-46
isogroup59022_g1	Patched domain-containing protein 3 OS=Mus musculus GN=Ptchd3 PE=1 SV=1 E(blastx)=3e-55
isogroup51775_g1	4-coumarate--CoA ligase 1 OS=Nicotiana tabacum GN=4CL1 PE=2 SV=1 E(blastx)=1e-114
isogroup161168_g1	Galactosylceramide sulfotransferase OS=Mus musculus GN=Gal3st1 PE=2 SV=2 E(blastx)=1e-19
isogroup52156_g1	Synaptobrevin homolog YKT6 OS=Bos taurus GN=YKT6 PE=2 SV=1 E(blastx)=6e-75
isogroup59488_g1	Major vault protein OS=Xenopus laevis GN=mvp PE=2 SV=1 E(blastx)=8e-100
isogroup28230_g1	Probable ADP-ribosylation factor GTPase-activating protein AGD5 OS=Arabidopsis thaliana GN=AGD5 PE=1 SV=1 E(blastx)=5e-23
isogroup34346_g1	Protein AATF OS=Homo sapiens GN=AATF PE=1 SV=1 E(blastx)=9e-18
isogroup50914_g1	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial OS=Rattus norvegicus GN=Idh3B PE=2 SV=1 E(blastx)=3e-134
isogroup12264_g2	Endothelin-converting enzyme 2 OS=Homo sapiens GN=ECE2 PE=1 SV=4 E(blastx)=5e-41
isogroup113995_g1	Transcription initiation factor IIB OS=Rattus norvegicus GN=Gtf2b PE=2 SV=1 E(blastx)=9e-06
isogroup40063_g1	Heat shock factor protein 1 OS=Mus musculus GN=Hsf1 PE=1 SV=2 E(blastx)=4e-61
isogroup47929_g1	LYR motif-containing protein 5 OS=Taeniopygia guttata GN=LYRM5 PE=3 SV=1 E(blastx)=2e-30
isogroup45386_g1	Thyroxine 5-deiodinase (Fragment) OS=Gallus gallus GN=DIO3 PE=2 SV=3 E(blastx)=3e-46
isogroup53886_g5	Seizure 6-like protein OS=Homo sapiens GN=SEZ6L PE=1 SV=1 E(blastx)=3e-07
isogroup37670_g1	Retroviral-like aspartic protease 1 OS=Mus musculus GN=Asprv1 PE=1 SV=1 E(blastx)=1e-07
isogroup56033_g2	Vacuolar protein sorting-associated protein 52 homolog OS=Mus musculus GN=Vps52 PE=1 SV=1 E(blastx)=1e-14
isogroup61585_g2	Neurogenic locus Notch protein OS=Drosophila melanogaster GN=N PE=1 SV=3 E(blastx)=1e-55
isogroup57138_g1	Protein ECT2 OS=Homo sapiens GN=ECT2 PE=1 SV=4 E(blastx)=2e-25
isogroup12508_g1	Cilia- and flagella-associated protein 20 OS=Danio rerio GN=cfap20 PE=2 SV=1 E(blastx)=1e-138
isogroup56151_g1	Tripartite motif-containing protein 3 OS=Rattus norvegicus GN=Trim3 PE=1 SV=1 E(blastx)=2e-17
isogroup43949_g1	Protein atonal homolog 8 OS=Danio rerio GN=atoh8 PE=2 SV=1 E(blastx)=4e-23
isogroup23732_g1	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus GN=Svep1 PE=1 SV=1 E(blastx)=7e-20
isogroup53304_g1	Crossover junction endonuclease MUS81 OS=Xenopus tropicalis GN=mus81 PE=2 SV=1 E(blastx)=2e-95
isogroup62296_g5	Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens GN=EIF4G3 PE=1 SV=2 E(blastx)=5e-20
isogroup58668_g5	Dehydrogenase/reductase SDR family member 7 OS=Mus musculus GN=Dhrs7 PE=1 SV=2 E(blastx)=2e-68
isogroup58511_g1	Helicase with zinc finger domain 2 OS=Homo sapiens GN=HELZ2 PE=1 SV=6 E(blastx)=4e-108
isogroup36357_g1	Protection of telomeres protein 1 OS=Gallus gallus GN=POT1 PE=1 SV=1 E(blastx)=9e-25
isogroup59074_g3	DNA repair protein RAD50 OS=Homo sapiens GN=RAD50 PE=1 SV=1 E(blastx)=2e-90
isogroup61587_g2	Golgin-45 OS=Homo sapiens GN=BLZF1 PE=1 SV=2 E(blastx)=5e-29
isogroup48844_g1	Deacetylase Atu3266 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) GN=Atu3266 PE=1 SV=2 E(blastx)=1e-46
isogroup55502_g1	Prolactin regulatory element-binding protein OS=Rattus norvegicus GN=Preb PE=2 SV=2 E(blastx)=9e-47
isogroup62403_g4	Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2 E(blastx)=2e-06
isogroup48032_g1	Nucleoporin GLE1 OS=Pongo abelii GN=GLE1 PE=2 SV=1 E(blastx)=2e-77
isogroup90746_g1	Otopetrin-2 OS=Mus musculus GN=Otop2 PE=2 SV=1 E(blastx)=6e-07
isogroup40539_g1	Roundabout homolog 2 OS=Homo sapiens GN=ROBO2 PE=1 SV=2 E(blastx)=5e-26
isogroup22569_g1	Beta-hexosaminidase OS=Vibrio vulnificus GN=hex PE=3 SV=1 E(blastx)=5e-28
isogroup54045_g1	Cadherin EGF LAG seven-pass G-type receptor 3 OS=Homo sapiens GN=CELSR3 PE=1 SV=2 E(blastx)=2e-57
isogroup61176_g2	Membrane progestin receptor gamma-A OS=Danio rerio GN=paqr5a PE=2 SV=2 E(blastx)=4e-37
isogroup62930_g3	Probable 8-oxo-dGTP diphosphatase NUDT15 OS=Mus musculus GN=Nudt15 PE=1 SV=1 E(blastx)=4e-44
isogroup59944_g2	Muscle, skeletal receptor tyrosine-protein kinase OS=Homo sapiens GN=MUSK PE=1 SV=1 E(blastx)=6e-63
isogroup59540_g1	MAGUK p55 subfamily member 6 OS=Homo sapiens GN=MPP6 PE=1 SV=2 E(blastx)=7e-160
isogroup49120_g1	Beta-galactosidase OS=Bos taurus GN=GLB1 PE=2 SV=1 E(blastx)=2e-62
isogroup41586_g1	Sentrin-specific protease 2 OS=Homo sapiens GN=SENP2 PE=1 SV=3 E(blastx)=5e-11
isogroup53268_g1	D-inositol 3-phosphate glycosyltransferase OS=Mycobacterium marinum (strain ATCC BAA-535 / M) GN=mshA PE=3 SV=1 E(blastx)=3e-09
isogroup55269_g1	Flavin-containing monooxygenase FMO GS-OX-like 5 OS=Arabidopsis thaliana GN=At1g63370 PE=2 SV=2 E(blastx)=3e-76
isogroup56862_g1	Solute carrier organic anion transporter family member 4A1 OS=Mus musculus GN=Slco4a1 PE=1 SV=2 E(blastx)=7e-103
isogroup26102_g1	Glutathione gamma-glutamylcysteinyltransferase 2 OS=Lotus japonicus GN=PCS2 PE=2 SV=2 E(blastx)=1e-09
isogroup56275_g2	Deleted in lung and esophageal cancer protein 1 OS=Homo sapiens GN=DLEC1 PE=2 SV=2 E(blastx)=2e-172
isogroup168557_g1	Meiosis expressed gene 1 protein homolog OS=Nematostella vectensis GN=v1g237368 PE=3 SV=1 E(blastx)=1e-39
isogroup58788_g1	Protein c-ets-1-B (Fragment) OS=Xenopus laevis GN=ets1-b PE=2 SV=1 E(blastx)=3e-32
isogroup50549_g1	Telomerase protein component 1 OS=Homo sapiens GN=TEP1 PE=1 SV=2 E(blastx)=7e-49
isogroup143213_g1	Paired box protein Pax-1 (Fragment) OS=Gallus gallus GN=PAX1 PE=3 SV=1 E(blastx)=8e-47
isogroup60239_g4	Cat eye syndrome critical region protein 2 OS=Homo sapiens GN=CECR2 PE=1 SV=2 E(blastx)=2e-09
isogroup60319_g1	Deleted in malignant brain tumors 1 protein OS=Oryctolagus cuniculus GN=Dmbt1 PE=1 SV=2 E(blastx)=8e-83
isogroup56249_g1	Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Homo sapiens GN=PHYHD1 PE=1 SV=2 E(blastx)=6e-94
isogroup61368_g7	NLR family CARD domain-containing protein 4 OS=Xenopus tropicalis GN=nlrc4 PE=2 SV=2 E(blastx)=5e-14
isogroup59355_g1	Acylamino-acid-releasing enzyme OS=Bos taurus GN=APEH PE=1 SV=2 E(blastx)=1e-178
isogroup57299_g2	Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2 E(blastx)=1e-30
isogroup49308_g1	YTH domain-containing family protein 1 OS=Mus musculus GN=Ythdf1 PE=1 SV=1 E(blastx)=8e-89
isogroup60583_g1	Centrosomal protein of 152 kDa OS=Xenopus laevis GN=cep152 PE=2 SV=1 E(blastx)=9e-65
isogroup59709_g1	RING-box protein 2 OS=Homo sapiens GN=RNF7 PE=1 SV=1 E(blastx)=1e-49
isogroup49591_g1	U3 small nucleolar ribonucleoprotein protein MPP10 OS=Mus musculus GN=Mphosph10 PE=1 SV=2 E(blastx)=8e-08
isogroup54503_g1	26S proteasome non-ATPase regulatory subunit 10 OS=Homo sapiens GN=PSMD10 PE=1 SV=1 E(blastx)=7e-73
isogroup188617_g1	Neuropeptide FF receptor 1 OS=Rattus norvegicus GN=Npffr1 PE=1 SV=1 E(blastx)=3e-17
isogroup135155_g1	Tenascin OS=Mus musculus GN=Tnc PE=1 SV=1 E(blastx)=2e-46
isogroup62597_g3	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase OS=Sodalis glossinidius (strain morsitans) GN=mtnN PE=3 SV=1 E(blastx)=1e-10
isogroup52445_g1	Double zinc ribbon and ankyrin repeat-containing protein 1 OS=Homo sapiens GN=DZANK1 PE=1 SV=3 E(blastx)=3e-136
isogroup40490_g1	Probable imidazolonepropionase OS=Nematostella vectensis GN=amdhd1 PE=3 SV=1 E(blastx)=1e-155
isogroup61038_g3	Transient receptor potential cation channel subfamily V member 6 OS=Mus musculus GN=Trpv6 PE=1 SV=2 E(blastx)=7e-34
isogroup14806_g1	Protocadherin Fat 4 OS=Mus musculus GN=Fat4 PE=1 SV=2 E(blastx)=4e-11
isogroup47082_g1	Histidine triad nucleotide-binding protein 2, mitochondrial OS=Bos taurus GN=HINT2 PE=2 SV=1 E(blastx)=1e-42
isogroup60977_g4	Microsomal glutathione S-transferase 1 OS=Homo sapiens GN=MGST1 PE=1 SV=1 E(blastx)=5e-22
isogroup61225_g3	2,3-bisphosphoglycerate-independent phosphoglycerate mutase OS=Clostridium novyi (strain NT) GN=gpmI PE=3 SV=1 E(blastx)=1e-150
isogroup57361_g1	UPF0669 protein v1g209471 OS=Nematostella vectensis GN=v1g209471 PE=3 SV=1 E(blastx)=5e-48
isogroup163189_g1	Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4 E(blastx)=2e-24
isogroup20618_g1	MAM and LDL-receptor class A domain-containing protein 2 (Fragment) OS=Acropora millepora PE=1 SV=1 E(blastx)=3e-38
isogroup50423_g1	Zinc finger protein 36, C3H1 type-like 1 OS=Homo sapiens GN=ZFP36L1 PE=1 SV=1 E(blastx)=1e-40
isogroup59147_g1	Probable 3',5'-cyclic phosphodiesterase pde-5 OS=Caenorhabditis elegans GN=pde-5 PE=3 SV=3 E(blastx)=2e-172
isogroup53582_g1	Williams-Beuren syndrome chromosomal region 27 protein OS=Homo sapiens GN=WBSCR27 PE=1 SV=2 E(blastx)=1e-12
isogroup60733_g1	PiggyBac transposable element-derived protein 4 OS=Homo sapiens GN=PGBD4 PE=2 SV=3 E(blastx)=8e-51
isogroup57466_g1	Transmembrane protein 165 OS=Homo sapiens GN=TMEM165 PE=1 SV=1 E(blastx)=7e-68
isogroup1553_g1	Neuropeptide SIFamide receptor OS=Drosophila melanogaster GN=SIFaR PE=2 SV=2 E(blastx)=5e-15
isogroup188057_g1	Multidrug resistance-associated protein 1 OS=Gallus gallus GN=ABCC1 PE=2 SV=1 E(blastx)=4e-42
isogroup62560_g1	Suppressor of Ty 6 homolog OS=Caenorhabditis briggsae GN=emb-5 PE=2 SV=2 E(blastx)=4e-176
isogroup1255_g1	Fibronectin type 3 and ankyrin repeat domains protein 1 OS=Homo sapiens GN=FANK1 PE=2 SV=3 E(blastx)=1e-78
isogroup25938_g1	Putative nuclease HARBI1 OS=Rattus norvegicus GN=Harbi1 PE=2 SV=1 E(blastx)=4e-19
isogroup27698_g1	Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1 E(blastx)=2e-06
isogroup62793_g2	Ribosome assembly protein 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=ria1 PE=3 SV=1 E(blastx)=1e-162
isogroup52568_g1	Fucolectin-5 OS=Anguilla japonica PE=2 SV=1 E(blastx)=2e-13
isogroup59491_g5	Potassium voltage-gated channel protein Shal OS=Drosophila melanogaster GN=Shal PE=1 SV=2 E(blastx)=4e-78
isogroup59061_g1	Fibropellin-1 OS=Strongylocentrotus purpuratus GN=EGF1 PE=1 SV=2 E(blastx)=1e-48
isogroup60171_g1	Retrovirus-related Pol polyprotein from transposon 412 OS=Drosophila melanogaster GN=POL PE=3 SV=1 E(blastx)=5e-16
isogroup57852_g2	Pancreatic secretory granule membrane major glycoprotein GP2 OS=Rattus norvegicus GN=Gp2 PE=1 SV=1 E(blastx)=9e-19
isogroup54219_g1	Glycine receptor subunit alpha-3 OS=Rattus norvegicus GN=Glra3 PE=1 SV=1 E(blastx)=2e-80
isogroup46238_g1	SH3 and PX domain-containing protein 2B OS=Mus musculus GN=Sh3pxd2b PE=1 SV=1 E(blastx)=3e-37
isogroup24801_g1	Pro-Pol polyprotein OS=Feline foamy virus GN=pol PE=3 SV=1 E(blastx)=9e-22
isogroup60416_g1	UDP-glucose:glycoprotein glucosyltransferase 1 OS=Mus musculus GN=Uggt1 PE=1 SV=4 E(blastx)=7e-138
isogroup62442_g1	Centromere protein W OS=Gallus gallus GN=CENPW PE=1 SV=1 E(blastx)=4e-10
isogroup55292_g1	Kelch repeat and BTB domain-containing protein 2 OS=Pongo abelii GN=KBTBD2 PE=2 SV=1 E(blastx)=8e-12
isogroup39951_g1	Calmodulin OS=Chlamydomonas reinhardtii PE=1 SV=2 E(blastx)=6e-53
isogroup62851_g1	E3 ubiquitin-protein ligase DZIP3 OS=Homo sapiens GN=DZIP3 PE=1 SV=2 E(blastx)=3e-13
isogroup185913_g1	Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster GN=RTase PE=2 SV=1 E(blastx)=1e-05
isogroup53549_g2	Fibrillin-3 OS=Homo sapiens GN=FBN3 PE=2 SV=3 E(blastx)=8e-63
isogroup10155_g1	Roundabout homolog 3 OS=Homo sapiens GN=ROBO3 PE=1 SV=2 E(blastx)=1e-28
isogroup42352_g1	39S ribosomal protein L12, mitochondrial OS=Homo sapiens GN=MRPL12 PE=1 SV=2 E(blastx)=3e-27
isogroup46307_g1	Melatonin receptor type 1C OS=Xenopus laevis GN=mtnr1c PE=2 SV=1 E(blastx)=5e-24
isogroup58644_g1	Glycosyltransferase family 92 protein C33H5.2 OS=Caenorhabditis elegans GN=C33H5.2 PE=3 SV=1 E(blastx)=1e-07
isogroup18719_g1	DNA repair and recombination protein RAD54-like OS=Homo sapiens GN=RAD54L PE=1 SV=2 E(blastx)=1e-64
isogroup50246_g1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 OS=Bos taurus GN=NDUFA12 PE=1 SV=1 E(blastx)=5e-36
isogroup160248_g1	Neuronal acetylcholine receptor subunit alpha-7 OS=Gallus gallus GN=CHRNA7 PE=1 SV=1 E(blastx)=5e-06
isogroup38089_g1	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C OS=Gallus gallus GN=ANKRD52 PE=2 SV=1 E(blastx)=1e-10
isogroup122652_g1	Neuronal acetylcholine receptor subunit alpha-3 OS=Gallus gallus GN=CHRNA3 PE=1 SV=2 E(blastx)=9e-42
isogroup57022_g1	Transcription initiation factor TFIID subunit 12 OS=Homo sapiens GN=TAF12 PE=1 SV=1 E(blastx)=1e-57
isogroup41896_g1	Serine/threonine-protein kinase Nek6 OS=Mus musculus GN=Nek6 PE=1 SV=1 E(blastx)=1e-81
isogroup37844_g1	Homeobox protein Nkx-2.6 OS=Homo sapiens GN=NKX2-6 PE=1 SV=1 E(blastx)=4e-36
isogroup167522_g1	Neuropeptide SIFamide receptor OS=Drosophila melanogaster GN=SIFaR PE=2 SV=2 E(blastx)=4e-08
isogroup2849_g1	Vesicular inhibitory amino acid transporter OS=Xenopus laevis GN=slc32a1 PE=2 SV=1 E(blastx)=6e-09
isogroup30494_g2	F-box only protein 41 OS=Homo sapiens GN=FBXO41 PE=2 SV=5 E(blastx)=3e-47
isogroup62753_g1	Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2 E(blastx)=5e-18
isogroup166663_g1	Folate receptor gamma OS=Homo sapiens GN=FOLR3 PE=1 SV=1 E(blastx)=5e-12
isogroup59538_g1	Ankyrin repeat domain-containing protein 17 OS=Mus musculus GN=Ankrd17 PE=1 SV=2 E(blastx)=3e-148
isogroup60827_g1	Leucine-rich repeats and immunoglobulin-like domains protein 2 OS=Homo sapiens GN=LRIG2 PE=2 SV=3 E(blastx)=7e-12
isogroup58062_g2	Purine nucleoside phosphorylase OS=Homo sapiens GN=PNP PE=1 SV=2 E(blastx)=9e-82
isogroup54902_g1	Cyclic GMP-AMP synthase OS=Nematostella vectensis GN=v1g211400 PE=1 SV=1 E(blastx)=7e-42
isogroup38562_g1	Voltage-dependent T-type calcium channel subunit alpha-1G OS=Homo sapiens GN=CACNA1G PE=2 SV=3 E(blastx)=3e-98
isogroup56250_g2	Aggrecan core protein OS=Mus musculus GN=Acan PE=1 SV=2 E(blastx)=1e-18
isogroup119560_g1	Melanocortin receptor 3 OS=Rattus norvegicus GN=Mc3r PE=2 SV=2 E(blastx)=3e-05
isogroup49888_g1	Density-regulated protein OS=Bos taurus GN=DENR PE=2 SV=1 E(blastx)=8e-57
isogroup33361_g1	ATP-dependent DNA helicase Q4 OS=Homo sapiens GN=RECQL4 PE=1 SV=1 E(blastx)=3e-48
isogroup115565_g1	Protein ZGRF1 OS=Mus musculus GN=Zgrf1 PE=1 SV=2 E(blastx)=1e-76
isogroup44360_g1	Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1 E(blastx)=5e-31
isogroup59703_g2	Gamma-aminobutyric acid type B receptor subunit 1 OS=Mus musculus GN=Gabbr1 PE=1 SV=1 E(blastx)=1e-67
isogroup62533_g4	Peroxidasin homolog OS=Homo sapiens GN=PXDN PE=1 SV=2 E(blastx)=1e-33
isogroup57525_g2	Vacuolar protein sorting-associated protein 29 OS=Homo sapiens GN=VPS29 PE=1 SV=1 E(blastx)=1e-109
isogroup35326_g1	Somatostatin receptor type 4 OS=Mus musculus GN=Sstr4 PE=1 SV=2 E(blastx)=8e-11
isogroup53020_g1	Polynucleotide 5'-hydroxyl-kinase NOL9 OS=Bos taurus GN=NOL9 PE=3 SV=1 E(blastx)=5e-65
isogroup50895_g1	Hydantoin utilization protein A OS=Pseudomonas sp. (strain NS671) GN=hyuA PE=3 SV=1 E(blastx)=1e-16
isogroup52081_g1	SET and MYND domain-containing protein 5 OS=Gallus gallus GN=SMYD5 PE=2 SV=1 E(blastx)=6e-154
isogroup60210_g10	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol dimannoside mannosyltransferase OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) GN=pimC PE=1 SV=1 E(blastx)=5e-08
isogroup56073_g1	Adenylyltransferase and sulfurtransferase MOCS3 OS=Danio rerio GN=mocs3 PE=2 SV=1 E(blastx)=3e-161
isogroup43579_g1	Ras-related protein Rab-39B OS=Mus musculus GN=Rab39b PE=1 SV=1 E(blastx)=7e-60
isogroup24752_g1	WD repeat and coiled-coil-containing protein OS=Danio rerio GN=wdcp PE=2 SV=2 E(blastx)=4e-07
isogroup53584_g2	WD repeat and SOCS box-containing protein 1 OS=Homo sapiens GN=WSB1 PE=1 SV=1 E(blastx)=3e-06
isogroup48400_g1	Tripartite motif-containing protein 45 OS=Homo sapiens GN=TRIM45 PE=1 SV=2 E(blastx)=1e-09
isogroup52823_g1	Macoilin OS=Homo sapiens GN=TMEM57 PE=1 SV=1 E(blastx)=1e-102
isogroup61463_g1	Lysine-specific histone demethylase 1B OS=Mus musculus GN=Kdm1b PE=1 SV=1 E(blastx)=3e-15
isogroup56680_g1	SH3 and PX domain-containing protein 2B OS=Mus musculus GN=Sh3pxd2b PE=1 SV=1 E(blastx)=5e-38
isogroup59342_g1	Tyrosine-protein kinase receptor Tie-1 (Fragment) OS=Danio rerio GN=tie1 PE=2 SV=1 E(blastx)=2e-36
isogroup6962_g1	Trace amine-associated receptor 7h OS=Rattus norvegicus GN=Taar7h PE=3 SV=1 E(blastx)=1e-06
isogroup58927_g1	Gametocyte-specific factor 1 OS=Macaca fascicularis GN=GTSF1 PE=2 SV=1 E(blastx)=2e-16
isogroup52479_g2	Protein yippee-like 5 OS=Pongo abelii GN=YPEL5 PE=2 SV=1 E(blastx)=1e-61
isogroup61802_g1	Glycogen-binding subunit 76A OS=Drosophila melanogaster GN=Gbs-76A PE=1 SV=1 E(blastx)=6e-25
isogroup47001_g1	N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein OS=Mus musculus GN=Piga PE=2 SV=1 E(blastx)=1e-119
isogroup5278_g1	Protein chibby homolog 1 OS=Bos taurus GN=CBY1 PE=2 SV=1 E(blastx)=1e-13
isogroup61491_g1	Endonuclease G, mitochondrial OS=Mus musculus GN=Endog PE=1 SV=1 E(blastx)=3e-74
isogroup44710_g1	Palmitoyltransferase ZDHHC3 OS=Homo sapiens GN=ZDHHC3 PE=1 SV=2 E(blastx)=2e-75
isogroup24641_g1	Protein FAM111A OS=Homo sapiens GN=FAM111A PE=1 SV=2 E(blastx)=2e-05
isogroup58589_g3	UDP-glucuronosyltransferase 1-6 OS=Homo sapiens GN=UGT1A6 PE=1 SV=2 E(blastx)=8e-74
isogroup53003_g3	Kelch-like protein 20 OS=Pongo abelii GN=KLHL20 PE=2 SV=3 E(blastx)=6e-14
isogroup58682_g1	Melatonin receptor type 1A OS=Homo sapiens GN=MTNR1A PE=1 SV=1 E(blastx)=3e-19
isogroup59405_g2	Protein Wnt-5a OS=Oryctolagus cuniculus GN=WNT5A PE=2 SV=1 E(blastx)=4e-87
isogroup196714_g1	Hepatic lectin OS=Gallus gallus PE=1 SV=1 E(blastx)=4e-14
isogroup50343_g1	Glycoprotein 3-alpha-L-fucosyltransferase A OS=Drosophila melanogaster GN=FucTA PE=2 SV=2 E(blastx)=4e-31
isogroup49851_g1	Mortality factor 4-like protein 1 OS=Rattus norvegicus GN=Morf4l1 PE=2 SV=1 E(blastx)=6e-112
isogroup59506_g1	Intraflagellar transport protein 140 homolog OS=Homo sapiens GN=IFT140 PE=1 SV=1 E(blastx)=2e-43
isogroup62779_g1	Apical endosomal glycoprotein OS=Rattus norvegicus GN=Mamdc4 PE=1 SV=1 E(blastx)=8e-114
isogroup33211_g1	60S acidic ribosomal protein P0 OS=Rana sylvatica GN=RPLP0 PE=2 SV=1 E(blastx)=2e-127
isogroup61671_g2	NFX1-type zinc finger-containing protein 1 OS=Homo sapiens GN=ZNFX1 PE=2 SV=2 E(blastx)=1e-71
isogroup51031_g1	Methionine synthase OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) GN=metE PE=3 SV=1 E(blastx)=4e-12
isogroup10040_g1	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 OS=Bos taurus GN=GNG12 PE=1 SV=2 E(blastx)=1e-12
isogroup49090_g1	Galanin receptor type 2 OS=Rattus norvegicus GN=Galr2 PE=2 SV=1 E(blastx)=2e-06
isogroup32579_g1	Uromodulin OS=Canis lupus familiaris GN=UMOD PE=2 SV=1 E(blastx)=3e-24
isogroup61883_g3	ATP-dependent DNA helicase mph1 OS=Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1) GN=mph1 PE=3 SV=1 E(blastx)=3e-150
isogroup14644_g1	Metabotropic glutamate receptor 7 OS=Homo sapiens GN=GRM7 PE=1 SV=1 E(blastx)=2e-14
isogroup58284_g1	60 kDa lysophospholipase OS=Homo sapiens GN=ASPG PE=2 SV=3 E(blastx)=5e-132
isogroup62378_g1	Pseudopodium-enriched atypical kinase 1 OS=Homo sapiens GN=PEAK1 PE=1 SV=4 E(blastx)=2e-34
isogroup48653_g1	E3 ubiquitin-protein ligase TRIM71 OS=Xenopus tropicalis GN=trim71 PE=3 SV=1 E(blastx)=3e-37
isogroup52418_g1	DNA-directed RNA polymerase II subunit RPB3 OS=Bos taurus GN=POLR2C PE=1 SV=1 E(blastx)=2e-161
isogroup36460_g1	Acid-sensing ion channel 4 OS=Rattus norvegicus GN=Asic4 PE=2 SV=1 E(blastx)=3e-12
isogroup50512_g1	Ras GTPase-activating protein-binding protein 1 OS=Bos taurus GN=G3BP PE=2 SV=1 E(blastx)=1e-33
isogroup48102_g1	GPI ethanolamine phosphate transferase 1 OS=Mus musculus GN=Pign PE=2 SV=2 E(blastx)=1e-134
isogroup56104_g1	Cryptochrome-1 OS=Gallus gallus GN=CRY1 PE=2 SV=1 E(blastx)=2e-153
isogroup50885_g1	Condensin complex subunit 1 OS=Xenopus laevis GN=ncapd2 PE=1 SV=1 E(blastx)=3e-71
isogroup55409_g1	Glycogen synthase kinase-3 beta OS=Spermophilus citellus GN=GSK3B PE=2 SV=1 E(blastx)=4e-61
isogroup53084_g2	Follistatin-related protein 1 OS=Bos taurus GN=FSTL1 PE=2 SV=1 E(blastx)=2e-05
isogroup42668_g1	Galactosylceramide sulfotransferase OS=Bos taurus GN=GAL3ST1 PE=2 SV=1 E(blastx)=1e-36
isogroup181102_g1	Deoxyribodipyrimidine photo-lyase OS=Carassius auratus GN=phr PE=2 SV=1 E(blastx)=7e-178
isogroup58495_g4	Protein FAM189A1 OS=Mus musculus GN=Fam189a1 PE=2 SV=3 E(blastx)=4e-17
isogroup59868_g1	Cytochrome P450 3A24 OS=Ovis aries GN=CYP3A24 PE=2 SV=1 E(blastx)=6e-125
isogroup61578_g2	Ubiquitin thioesterase ZRANB1 OS=Homo sapiens GN=ZRANB1 PE=1 SV=2 E(blastx)=5e-87
isogroup61457_g1	Ras-associating and dilute domain-containing protein OS=Danio rerio GN=radil PE=2 SV=1 E(blastx)=5e-128
isogroup54749_g1	Lipoxygenase homology domain-containing protein 1 OS=Mus musculus GN=Loxhd1 PE=2 SV=1 E(blastx)=9e-31
isogroup61269_g1	Endoplasmic reticulum-Golgi intermediate compartment protein 3 OS=Danio rerio GN=ergic3 PE=2 SV=1 E(blastx)=2e-69
isogroup60052_g1	Calcineurin subunit A OS=Dictyostelium discoideum GN=canA PE=1 SV=1 E(blastx)=3e-50
isogroup53802_g1	Synaptosomal-associated protein 47 OS=Danio rerio GN=snap47 PE=2 SV=1 E(blastx)=2e-36
isogroup81297_g1	ATP-dependent DNA helicase PIF1 OS=Danio rerio GN=pif1 PE=2 SV=1 E(blastx)=2e-09
isogroup55115_g1	Dickkopf-related protein 3 OS=Mus musculus GN=Dkk3 PE=2 SV=1 E(blastx)=4e-05
isogroup11900_g1	Beta-2 adrenergic receptor OS=Bos taurus GN=ADRB2 PE=2 SV=2 E(blastx)=2e-05
isogroup39557_g2	Transmembrane prolyl 4-hydroxylase OS=Mus musculus GN=P4htm PE=1 SV=1 E(blastx)=1e-58
isogroup49010_g1	Cathepsin L OS=Sarcophaga peregrina PE=1 SV=1 E(blastx)=6e-87
isogroup54502_g1	ORM1-like protein 1 OS=Bos taurus GN=ORMDL1 PE=2 SV=1 E(blastx)=2e-52
isogroup50214_g1	Protein turtle homolog B OS=Mus musculus GN=Igsf9b PE=1 SV=1 E(blastx)=1e-08
